dataset,method,label,recall_mean,recall_std,query_time_ms_mean,query_time_ms_std,speedup_mean,speedup_std,params
mnist,exact,exact,1.0,0.0,86.62649154663086,0.07954025268554688,1.001259175940878,0.0010941609467660651,{}
mnist,des_knn_pca,DES-kNN (Heuristic),1.0,0.0,7.104735612869263,0.03475308418273926,12.204345476268324,0.09281298400097526,"{""confidence"": 0.99, ""max_cv"": 0.3, ""n_components"": 32, ""tolerance"": 800}"
mnist,des_knn_pca,DES-kNN (Heuristic),1.0,0.0,7.119126796722412,0.02150583267211914,12.152175609202706,0.04097787151624033,"{""confidence"": 0.99, ""max_cv"": 0.3, ""n_components"": 32, ""tolerance"": 900}"
mnist,des_knn_pca,DES-kNN (Heuristic),1.0,0.0,7.172312498092651,0.032517194747924805,12.083291672960852,0.04856716399408789,"{""confidence"": 0.99, ""max_cv"": 0.3, ""n_components"": 32, ""tolerance"": 1000}"
mnist,des_knn_pca,DES-kNN (Heuristic),1.0,0.0,7.116393804550171,0.02019476890563965,12.16392714780168,0.02746906609641364,"{""confidence"": 0.99, ""max_cv"": 0.3, ""n_components"": 32, ""tolerance"": 1100}"
mnist,des_knn_pca,DES-kNN (Heuristic),1.0,0.0,7.136003017425537,0.007033824920654297,12.123910233592937,0.008942324755812692,"{""confidence"": 0.99, ""max_cv"": 0.3, ""n_components"": 32, ""tolerance"": 1200}"
mnist,des_knn_guarantee,DES-kNN (Guarantee),1.0,0.0,294.348876953125,0.0172119140625,0.29326086023581543,0.000259489062432644,"{""confidence"": 0.99, ""tolerance"": 1}"
mnist,des_knn_guarantee,DES-kNN (Guarantee),0.99995,4.999999999999449e-05,292.9266357421875,1.13848876953125,0.2953354593883003,0.0015130180578821484,"{""confidence"": 0.99, ""tolerance"": 2}"
mnist,des_knn_guarantee,DES-kNN (Guarantee),0.9997,0.00029999999999996696,294.8612823486328,1.2761077880859375,0.29397909325399785,0.001030795416694985,"{""confidence"": 0.99, ""tolerance"": 3}"
mnist,des_knn_guarantee,DES-kNN (Guarantee),0.99945,0.000150000000000039,293.92498779296875,0.0224609375,0.29441576611824094,0.0006779547382578244,"{""confidence"": 0.99, ""tolerance"": 4}"
mnist,des_knn_guarantee,DES-kNN (Guarantee),0.9993500000000001,4.999999999999449e-05,292.81629943847656,1.1390838623046875,0.29496833903995856,0.0009086549155182533,"{""confidence"": 0.99, ""tolerance"": 5}"
mnist,hnsw,HNSW,0.9699500000000001,0.0018499999999999628,0.0696374922990799,0.0023776739835739136,1308.620122761101,34.26589204644904,"{""M"": 16, ""ef"": 16, ""ef_construction"": 200}"
mnist,hnsw,HNSW,0.99325,0.0012500000000000289,0.10589327663183212,0.0007345005869865417,849.0808870282783,13.896735959557759,"{""M"": 16, ""ef"": 32, ""ef_construction"": 200}"
mnist,hnsw,HNSW,0.997,0.0012000000000000899,0.1400827243924141,0.0003220662474632263,645.5271133745341,0.956886921127932,"{""M"": 16, ""ef"": 48, ""ef_construction"": 200}"
mnist,hnsw,HNSW,0.99805,4.999999999999449e-05,0.1714814305305481,0.00012311339378356934,527.9885685646998,2.117160471213481,"{""M"": 16, ""ef"": 64, ""ef_construction"": 200}"
mnist,hnsw,HNSW,0.9985,9.999999999998899e-05,0.1997939944267273,0.0005199909210205078,454.36894993367105,2.285025525770493,"{""M"": 16, ""ef"": 80, ""ef_construction"": 200}"
mnist,annoy,Annoy,0.9978,0.00029999999999996696,1.4098747372627258,0.0004999041557312012,63.77421179488701,0.1565123395094865,"{""n_trees"": 50, ""search_k"": 13000}"
mnist,annoy,Annoy,0.9978500000000001,0.00035000000000001696,1.4436390399932861,0.0028839111328125,62.69028920018607,0.08000458646278119,"{""n_trees"": 50, ""search_k"": 13500}"
mnist,annoy,Annoy,0.998,0.00040000000000001146,1.4807018637657166,0.00357741117477417,61.011417534605215,0.024021387465928967,"{""n_trees"": 50, ""search_k"": 14000}"
mnist,annoy,Annoy,0.9981,0.00030000000000002247,1.5197361707687378,0.00263059139251709,59.69354128995802,0.0029336763890235318,"{""n_trees"": 50, ""search_k"": 14500}"
mnist,annoy,Annoy,0.9981,0.00030000000000002247,1.5517216920852661,0.0035322904586791992,58.5646255328995,0.22257602013771915,"{""n_trees"": 50, ""search_k"": 15000}"
